,attrition_flag,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
10525,Attrited Customer,4,High School,Married,$120K +,Blue,17228.0
10526,Existing Customer,2,Post-Graduate,Married,$40K - $60K,Blue,1898.0
10527,Existing Customer,2,College,Single,Less than $40K,Blue,1438.3
10528,Existing Customer,3,College,Unknown,Unknown,Blue,2321.0
10529,Existing Customer,3,Graduate,Married,$60K - $80K,Blue,8185.0
10530,Existing Customer,4,College,Single,$60K - $80K,Blue,3096.0
10531,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,2129.0
10532,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,2615.0
10533,Attrited Customer,3,Uneducated,Divorced,$40K - $60K,Blue,3157.0
10534,Attrited Customer,3,College,Married,Less than $40K,Blue,1707.0
10535,Existing Customer,1,Uneducated,Divorced,Less than $40K,Blue,1838.0
10536,Existing Customer,3,College,Married,Less than $40K,Blue,5523.0
10537,Attrited Customer,2,Uneducated,Single,Less than $40K,Blue,3021.0
10538,Existing Customer,4,Post-Graduate,Unknown,Less than $40K,Blue,7317.0
10539,Existing Customer,2,Unknown,Married,Less than $40K,Blue,5218.0
10540,Existing Customer,2,High School,Single,Less than $40K,Blue,1438.3
10541,Existing Customer,3,Graduate,Married,$80K - $120K,Blue,11114.0
10542,Existing Customer,0,High School,Single,$80K - $120K,Blue,10648.0
10543,Existing Customer,3,High School,Single,Less than $40K,Blue,2976.0
10544,Attrited Customer,3,High School,Divorced,Less than $40K,Blue,6629.0
10545,Existing Customer,5,Unknown,Married,Less than $40K,Blue,2812.0
10546,Existing Customer,2,High School,Married,$80K - $120K,Blue,10761.0
10547,Existing Customer,4,High School,Married,Less than $40K,Blue,1968.0
10548,Existing Customer,2,Doctorate,Single,Less than $40K,Blue,3897.0
10549,Existing Customer,4,Unknown,Married,$40K - $60K,Blue,4721.0
10550,Existing Customer,3,College,Divorced,$80K - $120K,Silver,34516.0
10551,Existing Customer,3,High School,Married,Less than $40K,Blue,2831.0
10552,Existing Customer,3,Uneducated,Divorced,Unknown,Blue,2312.0
10553,Existing Customer,2,Unknown,Single,$80K - $120K,Blue,8924.0
10554,Attrited Customer,3,Unknown,Divorced,Less than $40K,Blue,1508.0
10555,Existing Customer,3,Graduate,Single,Less than $40K,Blue,1438.3
10556,Existing Customer,3,High School,Single,$80K - $120K,Blue,21350.0
10557,Attrited Customer,3,High School,Married,Unknown,Blue,1438.3
10558,Existing Customer,1,College,Married,Unknown,Blue,10431.0
10559,Existing Customer,4,High School,Unknown,$40K - $60K,Blue,1438.3
10560,Existing Customer,2,High School,Single,Unknown,Blue,2346.0
10561,Attrited Customer,4,Graduate,Single,Less than $40K,Blue,1438.3
10562,Attrited Customer,2,Graduate,Unknown,Less than $40K,Blue,2369.0
10563,Existing Customer,2,Graduate,Single,Less than $40K,Blue,3659.0
10564,Existing Customer,5,Graduate,Married,Less than $40K,Blue,2153.0
10565,Existing Customer,5,Post-Graduate,Single,Less than $40K,Blue,9430.0
10566,Existing Customer,2,High School,Married,$80K - $120K,Silver,34516.0
10567,Existing Customer,4,Graduate,Single,$40K - $60K,Blue,3897.0
10568,Existing Customer,3,Graduate,Single,$80K - $120K,Blue,11671.0
10569,Existing Customer,1,Unknown,Single,$60K - $80K,Blue,11367.0
10570,Existing Customer,4,College,Single,$40K - $60K,Blue,2575.0
10571,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,3433.0
10572,Existing Customer,2,High School,Married,$60K - $80K,Blue,7317.0
10573,Existing Customer,3,Graduate,Married,Less than $40K,Blue,4416.0
10574,Existing Customer,2,High School,Unknown,$60K - $80K,Blue,1715.0
10575,Existing Customer,2,Doctorate,Married,$40K - $60K,Blue,3667.0
10576,Attrited Customer,1,Graduate,Single,Unknown,Blue,1874.0
10577,Existing Customer,2,Graduate,Married,Less than $40K,Blue,1438.3
10578,Existing Customer,0,Unknown,Single,Less than $40K,Blue,1579.0
10579,Existing Customer,3,Uneducated,Married,$40K - $60K,Blue,1626.0
10580,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,1596.0
10581,Existing Customer,1,Unknown,Married,$40K - $60K,Blue,2604.0
10582,Existing Customer,1,Graduate,Married,Unknown,Blue,3359.0
10583,Existing Customer,3,High School,Married,$40K - $60K,Blue,2363.0
10584,Existing Customer,4,Uneducated,Single,Less than $40K,Blue,4978.0
10585,Existing Customer,1,Graduate,Single,$80K - $120K,Blue,2155.0
10586,Attrited Customer,4,Graduate,Married,$40K - $60K,Blue,4047.0
10587,Attrited Customer,5,Doctorate,Married,Unknown,Blue,4345.0
10588,Existing Customer,4,Graduate,Single,$80K - $120K,Blue,1854.0
10589,Existing Customer,1,High School,Married,$80K - $120K,Blue,5384.0
10590,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,1438.3
10591,Existing Customer,2,Graduate,Single,Less than $40K,Blue,5141.0
10592,Existing Customer,3,Graduate,Married,$120K +,Blue,3977.0
10593,Existing Customer,2,Uneducated,Single,$120K +,Blue,2507.0
10594,Existing Customer,3,Unknown,Unknown,Less than $40K,Blue,7199.0
10595,Existing Customer,2,Graduate,Married,$60K - $80K,Blue,3786.0
10596,Existing Customer,2,High School,Married,Less than $40K,Silver,13384.0
10597,Attrited Customer,2,High School,Single,$120K +,Blue,1726.0
10598,Existing Customer,1,College,Married,Less than $40K,Blue,2873.0
10599,Existing Customer,2,Doctorate,Single,Less than $40K,Blue,1438.3
10600,Attrited Customer,2,College,Single,Less than $40K,Blue,1751.0
10601,Existing Customer,5,Graduate,Married,$40K - $60K,Blue,7434.0
10602,Existing Customer,3,Unknown,Single,Less than $40K,Blue,1438.3
10603,Existing Customer,2,Post-Graduate,Single,Less than $40K,Blue,1438.3
10604,Existing Customer,3,Unknown,Divorced,$40K - $60K,Blue,2032.0
10605,Existing Customer,0,Graduate,Married,Unknown,Blue,6959.0
10606,Attrited Customer,4,High School,Divorced,Less than $40K,Blue,8203.0
10607,Attrited Customer,1,College,Single,$120K +,Blue,4789.0
10608,Attrited Customer,4,Graduate,Single,$40K - $60K,Blue,2979.0
10609,Attrited Customer,3,Graduate,Single,Less than $40K,Blue,2391.0
10610,Existing Customer,0,Uneducated,Single,Less than $40K,Blue,7264.0
10611,Existing Customer,3,Graduate,Single,Unknown,Blue,4348.0
10612,Existing Customer,4,Graduate,Married,Less than $40K,Blue,3002.0
10613,Existing Customer,5,High School,Married,$60K - $80K,Blue,4162.0
10614,Existing Customer,1,Unknown,Unknown,Less than $40K,Blue,2762.0
10615,Attrited Customer,1,High School,Married,$40K - $60K,Blue,2705.0
10616,Existing Customer,3,Uneducated,Married,$120K +,Blue,3742.0
10617,Existing Customer,1,College,Married,Less than $40K,Blue,1671.0
10618,Existing Customer,3,College,Divorced,Less than $40K,Blue,3282.0
10619,Existing Customer,2,Post-Graduate,Single,Less than $40K,Blue,1529.0
10620,Existing Customer,2,Post-Graduate,Single,Less than $40K,Blue,2509.0
10621,Attrited Customer,1,Unknown,Married,$40K - $60K,Blue,2471.0
10622,Existing Customer,3,Graduate,Unknown,Unknown,Blue,9749.0
10623,Existing Customer,3,High School,Unknown,Less than $40K,Blue,1438.3
10624,Existing Customer,3,High School,Married,$120K +,Blue,4916.0
10625,Existing Customer,5,Uneducated,Married,Less than $40K,Blue,2291.0
10626,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,1528.0
10627,Existing Customer,3,High School,Married,Unknown,Blue,8279.0
10628,Existing Customer,2,Post-Graduate,Married,$60K - $80K,Blue,5945.0
10629,Existing Customer,3,Graduate,Married,Less than $40K,Blue,1438.3
10630,Attrited Customer,3,Unknown,Single,Less than $40K,Blue,1857.0
10631,Existing Customer,2,Uneducated,Married,$60K - $80K,Blue,3086.0
10632,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2598.0
10633,Existing Customer,1,High School,Married,$40K - $60K,Blue,5559.0
10634,Existing Customer,1,Graduate,Single,$80K - $120K,Blue,7562.0
10635,Existing Customer,3,High School,Married,Less than $40K,Blue,4662.0
10636,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2904.0
10637,Existing Customer,4,Unknown,Married,Less than $40K,Blue,2676.0
10638,Existing Customer,4,Graduate,Married,Unknown,Blue,5798.0
10639,Existing Customer,2,Unknown,Single,Less than $40K,Blue,2665.0
10640,Existing Customer,1,High School,Single,$40K - $60K,Blue,2343.0
10641,Existing Customer,1,Unknown,Single,Less than $40K,Blue,2763.0
10642,Existing Customer,0,Graduate,Single,Unknown,Blue,10503.0
10643,Existing Customer,2,College,Married,Less than $40K,Blue,2780.0
10644,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,2234.0
10645,Attrited Customer,1,Graduate,Single,Less than $40K,Blue,1649.0
10646,Attrited Customer,4,Uneducated,Married,Unknown,Blue,5557.0
10647,Existing Customer,2,Uneducated,Married,Unknown,Blue,6074.0
10648,Attrited Customer,3,Doctorate,Married,Less than $40K,Blue,1728.0
10649,Existing Customer,3,Graduate,Married,Unknown,Blue,3044.0
10650,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,8482.0
10651,Attrited Customer,3,Unknown,Single,Unknown,Blue,1438.3
10652,Attrited Customer,1,High School,Single,$80K - $120K,Blue,3770.0
10653,Attrited Customer,2,Unknown,Single,$40K - $60K,Blue,2963.0
10654,Attrited Customer,2,Graduate,Single,Unknown,Blue,11750.0
10655,Existing Customer,3,Graduate,Married,Less than $40K,Blue,1593.0
10656,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,10486.0
10657,Attrited Customer,2,Graduate,Single,Less than $40K,Blue,2168.0
10658,Existing Customer,2,Uneducated,Single,Unknown,Blue,5666.0
10659,Existing Customer,4,Post-Graduate,Married,$80K - $120K,Blue,13679.0
10660,Existing Customer,3,Doctorate,Married,Less than $40K,Blue,2143.0
10661,Existing Customer,0,College,Married,Less than $40K,Blue,4945.0
10662,Existing Customer,4,High School,Single,Less than $40K,Blue,1921.0
10663,Existing Customer,4,Graduate,Single,Less than $40K,Blue,3001.0
10664,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,2132.0
10665,Attrited Customer,4,Doctorate,Married,Less than $40K,Blue,1663.0
10666,Attrited Customer,0,Unknown,Divorced,Less than $40K,Blue,1732.0
10667,Existing Customer,4,Graduate,Single,$40K - $60K,Blue,2652.0
10668,Existing Customer,4,College,Married,$80K - $120K,Blue,5037.0
10669,Existing Customer,1,Unknown,Single,Unknown,Blue,6519.0
10670,Existing Customer,1,Unknown,Single,Less than $40K,Blue,2347.0
10671,Existing Customer,1,College,Divorced,Less than $40K,Blue,2061.0
10672,Attrited Customer,3,Unknown,Single,$40K - $60K,Blue,1643.0
10673,Existing Customer,1,College,Married,Unknown,Blue,5039.0
10674,Existing Customer,3,Unknown,Single,Less than $40K,Blue,2915.0
10675,Existing Customer,1,Graduate,Married,Less than $40K,Blue,1507.0
10676,Existing Customer,1,High School,Married,Less than $40K,Blue,3073.0
10677,Existing Customer,3,Graduate,Married,Unknown,Blue,8314.0
10678,Existing Customer,3,High School,Unknown,Unknown,Blue,2798.0
10679,Existing Customer,4,Unknown,Single,$60K - $80K,Blue,20929.0
10680,Existing Customer,2,Graduate,Married,$120K +,Blue,1754.0
10681,Existing Customer,2,High School,Single,Less than $40K,Blue,4209.0
10682,Existing Customer,3,College,Divorced,$40K - $60K,Blue,2449.0
10683,Attrited Customer,3,College,Married,$80K - $120K,Blue,4618.0
10684,Existing Customer,2,College,Married,Less than $40K,Blue,1654.0
10685,Existing Customer,4,Uneducated,Single,Less than $40K,Blue,1544.0
10686,Existing Customer,1,Uneducated,Single,$60K - $80K,Blue,3618.0
10687,Existing Customer,3,High School,Single,$80K - $120K,Blue,3437.0
10688,Existing Customer,2,Graduate,Single,$80K - $120K,Blue,5965.0
10689,Existing Customer,2,Doctorate,Married,Less than $40K,Blue,2644.0
10690,Existing Customer,1,College,Married,$40K - $60K,Blue,3481.0
10691,Existing Customer,5,Graduate,Unknown,Less than $40K,Blue,3272.0
10692,Existing Customer,0,Graduate,Married,Less than $40K,Blue,3019.0
10693,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,1801.0
10694,Attrited Customer,0,High School,Single,Less than $40K,Blue,1438.3
10695,Existing Customer,1,Uneducated,Married,Less than $40K,Blue,2909.0
10696,Existing Customer,4,Post-Graduate,Single,$40K - $60K,Blue,4688.0
10697,Existing Customer,2,College,Single,Less than $40K,Blue,1438.3
10698,Existing Customer,2,Unknown,Married,Less than $40K,Blue,1438.3
10699,Attrited Customer,4,Graduate,Married,Less than $40K,Blue,1655.0
10700,Existing Customer,4,Graduate,Divorced,$40K - $60K,Blue,1438.3
10701,Existing Customer,3,High School,Single,Unknown,Blue,4745.0
10702,Existing Customer,2,High School,Divorced,Less than $40K,Blue,1438.3
10703,Existing Customer,2,High School,Married,$40K - $60K,Blue,5182.0
10704,Attrited Customer,3,Graduate,Single,Less than $40K,Blue,1438.3
10705,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,4287.0
10706,Attrited Customer,2,Unknown,Married,Unknown,Blue,1812.0
10707,Existing Customer,3,College,Married,$40K - $60K,Blue,2304.0
10708,Existing Customer,0,Doctorate,Married,Unknown,Blue,13623.0
10709,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2765.0
10710,Existing Customer,5,Unknown,Married,$120K +,Blue,3731.0
10711,Existing Customer,3,College,Single,Less than $40K,Blue,2485.0
10712,Existing Customer,4,College,Single,Less than $40K,Blue,2446.0
10713,Attrited Customer,4,Unknown,Married,Less than $40K,Blue,2020.0
10714,Existing Customer,3,Graduate,Single,Less than $40K,Blue,2214.0
10715,Existing Customer,3,Unknown,Divorced,Less than $40K,Blue,1811.0
10716,Existing Customer,2,College,Single,Less than $40K,Blue,5254.0
10717,Attrited Customer,2,Post-Graduate,Single,Less than $40K,Blue,1821.0
10718,Existing Customer,4,High School,Single,Less than $40K,Blue,3024.0
10719,Existing Customer,3,Unknown,Single,Less than $40K,Blue,1930.0
10720,Existing Customer,2,High School,Single,Less than $40K,Blue,1517.0
10721,Attrited Customer,1,High School,Married,Less than $40K,Blue,2024.0
10722,Attrited Customer,5,Uneducated,Married,$120K +,Blue,19138.0
10723,Existing Customer,1,Graduate,Single,$80K - $120K,Blue,16835.0
10724,Attrited Customer,0,High School,Married,Unknown,Blue,5549.0
10725,Attrited Customer,3,High School,Single,Less than $40K,Blue,2145.0
10726,Existing Customer,3,Uneducated,Married,$80K - $120K,Blue,4654.0
10727,Attrited Customer,3,Graduate,Married,$60K - $80K,Blue,9114.0
10728,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,3043.0
10729,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,4621.0
10730,Existing Customer,4,Graduate,Single,$60K - $80K,Blue,2758.0
10731,Existing Customer,0,Graduate,Married,Less than $40K,Blue,1740.0
10732,Existing Customer,4,Doctorate,Married,Unknown,Blue,7744.0
10733,Existing Customer,2,Post-Graduate,Married,Less than $40K,Blue,3350.0
10734,Existing Customer,5,High School,Single,$120K +,Blue,34516.0
10735,Existing Customer,1,High School,Single,Unknown,Blue,2874.0
10736,Existing Customer,3,Doctorate,Single,Unknown,Blue,2896.0
10737,Existing Customer,3,Graduate,Divorced,$40K - $60K,Blue,9294.0
10738,Existing Customer,2,High School,Married,$60K - $80K,Blue,9389.0
10739,Existing Customer,3,College,Married,$40K - $60K,Blue,9317.0
10740,Existing Customer,1,College,Unknown,$40K - $60K,Blue,7452.0
10741,Attrited Customer,3,High School,Unknown,Less than $40K,Blue,1817.0
10742,Existing Customer,3,High School,Single,$80K - $120K,Blue,10021.0
10743,Existing Customer,3,Graduate,Single,Less than $40K,Blue,2344.0
10744,Existing Customer,2,Uneducated,Single,$40K - $60K,Blue,3072.0
10745,Existing Customer,3,Unknown,Single,Less than $40K,Blue,1946.0
10746,Attrited Customer,1,Graduate,Married,Less than $40K,Blue,1471.0
10747,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,1438.3
10748,Attrited Customer,4,College,Married,Less than $40K,Blue,1484.0
10749,Attrited Customer,3,Post-Graduate,Married,$40K - $60K,Blue,3233.0
10750,Existing Customer,2,Graduate,Single,Less than $40K,Blue,1745.0
10751,Existing Customer,1,Uneducated,Divorced,Unknown,Blue,3709.0
10752,Existing Customer,2,College,Married,Less than $40K,Blue,2160.0
10753,Existing Customer,5,Unknown,Single,$80K - $120K,Blue,1438.3
10754,Existing Customer,4,Graduate,Single,Less than $40K,Blue,2638.0
10755,Existing Customer,2,College,Married,$80K - $120K,Blue,10214.0
10756,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,3240.0
10757,Existing Customer,5,Unknown,Married,$40K - $60K,Blue,2038.0
10758,Existing Customer,1,Unknown,Married,$40K - $60K,Blue,1438.3
10759,Attrited Customer,3,Graduate,Single,Less than $40K,Blue,1438.3
10760,Existing Customer,3,High School,Divorced,$80K - $120K,Blue,8111.0
10761,Existing Customer,0,Doctorate,Married,Unknown,Blue,10730.0
10762,Attrited Customer,3,Uneducated,Married,Unknown,Blue,2872.0
10763,Attrited Customer,4,Uneducated,Married,Less than $40K,Blue,1567.0
10764,Attrited Customer,3,College,Divorced,$80K - $120K,Blue,7278.0
10765,Existing Customer,2,College,Unknown,Less than $40K,Blue,1438.3
10766,Existing Customer,1,College,Single,Unknown,Blue,3190.0
10767,Attrited Customer,1,Uneducated,Unknown,Less than $40K,Blue,1470.0
10768,Existing Customer,2,Graduate,Married,$80K - $120K,Blue,3081.0
10769,Attrited Customer,2,College,Married,Unknown,Blue,3793.0
10770,Existing Customer,2,Graduate,Married,Less than $40K,Blue,3034.0
10771,Existing Customer,2,High School,Married,Unknown,Blue,5245.0
10772,Existing Customer,1,Doctorate,Single,Less than $40K,Blue,2960.0
10773,Attrited Customer,4,Graduate,Unknown,$40K - $60K,Blue,1779.0
10774,Existing Customer,4,Graduate,Married,Less than $40K,Blue,1620.0
10775,Existing Customer,3,High School,Single,$120K +,Blue,21680.0
10776,Attrited Customer,3,Uneducated,Single,Unknown,Blue,2952.0
10777,Attrited Customer,2,High School,Married,Less than $40K,Blue,3918.0
10778,Existing Customer,1,Uneducated,Single,$120K +,Blue,12764.0
10779,Existing Customer,1,Graduate,Married,Less than $40K,Blue,1438.3
10780,Existing Customer,3,Graduate,Unknown,Less than $40K,Blue,3287.0
10781,Existing Customer,5,Unknown,Single,$40K - $60K,Blue,3891.0
10782,Attrited Customer,4,High School,Unknown,$40K - $60K,Blue,4048.0
10783,Existing Customer,2,Uneducated,Married,$60K - $80K,Blue,3559.0
10784,Existing Customer,3,High School,Single,$60K - $80K,Blue,2843.0
10785,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2127.0
10786,Existing Customer,2,Unknown,Single,Less than $40K,Blue,4325.0
10787,Attrited Customer,4,College,Married,$40K - $60K,Blue,1695.0
10788,Existing Customer,3,High School,Single,Less than $40K,Blue,2648.0
10789,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2602.0
10790,Existing Customer,4,Graduate,Single,Unknown,Blue,1811.0
10791,Existing Customer,3,Graduate,Single,$60K - $80K,Blue,1891.0
10792,Attrited Customer,4,Graduate,Single,Less than $40K,Blue,2881.0
10793,Existing Customer,4,College,Single,$40K - $60K,Blue,2827.0
10794,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,4095.0
10795,Attrited Customer,2,Graduate,Single,Less than $40K,Blue,1666.0
10796,Existing Customer,1,Graduate,Married,Less than $40K,Blue,1438.3
